example_id,domain_label,text,is_boundary_example,cross_domain_hint,split,source,contributor,added_for_version,completion
telecom-0125,telecom,What procedure should the source NG-RAN node follow if it does not receive a response from the AMF before the timer TNG~RELOCprep~ expires?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The source NG-RAN node should initiate a new NG-RAN-to-AMF handover procedure if it does not receive a response from the AMF before the timer TNG~RELOCprep~ expires. This timer is defined in 3GPP TS 23.501, section 5.4.1, and its expiry indicates a lack of AMF acceptance for the relocation. The procedure involves the source node sending a new Handover Request to the AMF, which may result in a new handover decision or a fallback to the original serving cell."
telecom-0126,telecom,What are the initial conditions required for testing the TAB connectors as specified in the 3GPP document?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"There are no initial conditions specifically defined for testing TAB (Thin Adhesive Bonding) connectors in the 3GPP standards. TAB connectors are typically used for mounting components on a substrate, and their testing is usually covered under mechanical and environmental test procedures, not as part of the 3GPP specification for wireless communication devices. If you are referring to a specific document or test method, please provide more details."
telecom-0127,telecom,How does an IAB-node handle simultaneous transmissions and receptions using SDM/FDM?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"An IAB (Inter-Access-Point) node manages simultaneous transmissions and receptions using SDM (Spatial Division Multiplexing) and FDM (Frequency Division Multiplexing) by leveraging multiple antennas and frequency bands. SDM allows multiple data streams to be transmitted simultaneously over the same frequency band by exploiting spatial diversity. FDM divides the available spectrum into distinct frequency channels, enabling parallel transmission and reception. These techniques are defined in 3GPP TS 38.214, Section 5.1.1, ""SDM and FDM in IAB Nodes."""
telecom-0128,telecom,"What exceptions are allowed for the relative power tolerance during testing, and what are their limits?",False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"According to 3GPP TS 38.104, the relative power tolerance for transmitted power in NR is typically ±2 dB from the nominal value. Exceptions are permitted for specific test conditions, such as for very low or very high transmit power levels, where the tolerance may widen up to ±3 dB, but only for certain procedures (e.g., Uu interface power control) as defined in the TS. Any deviation must still comply with the general requirements for power control and system performance."
telecom-0129,telecom,What are the key requirements for a UE to perform semi-persistent CSI reporting on the PUCCH?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"For a UE to perform semi-persistent CSI reporting on the PUCCH, it must be configured with a CSI-RS resource set and a CSI report configuration including a CSI-RS resource set ID and a CSI-RS configuration index. The UE must also support the appropriate CSI-RS signal configuration and must be capable of transmitting the CSI-RS signal on the PUCCH. The CSI-RS resource set must be configured for semi-persistent reporting, and the UE must be able to report CSI for a specific CSI-RS resource set in a semi-persistent manner.

References: 3GPP TS 38.211, Section 7.1.2, and TS 38.213, Section 6.3.1."
telecom-0130,telecom,How should transients be applied to AC and DC power input ports according to the requirements?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"Transients on AC and DC power input ports are typically addressed in the relevant 3GPP 5G NR standards, such as 3GPP TS 38.212, Section 11.2.1.2, which specifies transient immunity for RF and power supply inputs. The procedure requires that transients of specified magnitude and duration (e.g., voltage spikes or surges) must not degrade the device's performance or cause permanent damage. The exact transient parameters (such as rise time, peak value, and duration) are defined in the 3GPP standard for each specific device or module."
telecom-0131,telecom,What parameters define the transmit modulation quality for in-channel RF transmissions from the UE?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP TS 38.321, the transmit modulation quality for in-channel RF transmissions from the UE is primarily defined by the Modulation and Coding Scheme (MCS). The MCS is selected based on the channel conditions, and it determines both the modulation order (e.g., QPSK, 16QAM, 64QAM) and the coding rate. The UE reports MCS to the gNB, and the gNB selects the best MCS for reliable transmission. Other parameters, such as transmit power and error correction coding, also influence modulation quality but are not defined by MCS alone."
telecom-0132,telecom,What are the key steps the UE must take upon receiving an RRCReestablishment message?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"Upon receiving an RRC Reestablishment message, the UE must perform the following key steps: (1) Verify the integrity of the message using the RRC message integrity check; (2) Check the message's RRC Reestablishment Cause and identify the required procedures; (3) Perform a handover to the target gNB if a handover is indicated; (4) If the reestablishment procedure is successful, the UE must re-establish the connection and begin data transmission/reception; (5) If the reestablishment fails, the UE must initiate a new RRC connection setup. These procedures are defined in 3GPP TS 38.331, Section 7.3.2."
telecom-0133,telecom,What does EIS~REFSENS~ represent in the context of OTA REFSENS requirements?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"EIS~REFSENS~ is the Effective Isotropic Sensitivity at the Reference Sensitivity level, as defined in 3GPP TS 38.104, Section 5.2.2. It is a key parameter in OTA (Over-the-Air) testing, representing the minimum received power level that a UE can reliably detect and decode. This value is critical for ensuring that the UE can maintain connectivity under various environmental conditions."
telecom-0134,telecom,What is the purpose of the Transfer of Assistance Information procedure in NR PDCP?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The Transfer of Assistance Information (TAI) procedure in NR PDCP (Packet Data Convergence Protocol) is designed to enhance handover performance by efficiently transferring handover-related information between the user equipment (UE) and the network. This procedure is specified in 3GPP TS 38.321, Section 5.3.2. The transferred information typically includes information about the current serving cell, neighboring cells, and other handover-related parameters to support smooth transitions between cells."
telecom-0135,telecom,What are the implications of the PAE scaling on ACLR for power amplifiers operating in the frequency range of 10 GHz to 30 GHz?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The PAE (Power Added Efficiency) scaling has a significant impact on ACLR (Adjacent Channel Leakage Ratio) in high-frequency applications, such as 5G mmWave (10–30 GHz). As PAE increases, the power amplifier's efficiency improves, but this can lead to higher ACLR due to increased nonlinear distortion and thermal effects. In 3GPP TS 38.300, Section 5.3.2, it is noted that mmWave PAE optimization must be carefully balanced with ACLR performance to maintain regulatory compliance and system interference limits."
telecom-0136,telecom,How does the performance of PBCH change with varying subcarrier spacings?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The performance of the Physical Broadcast Channel (PBCH) in 5G NR is not directly dependent on subcarrier spacing; rather, it is influenced by the modulation scheme and bandwidth allocation. Subcarrier spacing primarily affects the channel bandwidth and symbol duration. According to 3GPP TS 38.211, the PBCH is designed to be robust against channel impairments and is typically transmitted with a fixed rate and modulation. Changes in subcarrier spacing may indirectly impact PBCH performance due to changes in symbol duration and channel conditions, but the PBCH itself is not optimized for subcarrier spacing variations."
telecom-0137,telecom,What is the significance of carrier aggregation configuration in inter-band NR CA between FR1 and FR2?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In inter-band carrier aggregation (CA) between FR1 and FR2 in NR, the carrier aggregation configuration is crucial for enabling the efficient utilization of spectrum from different frequency ranges. This configuration allows users to combine the bandwidth of both FR1 (sub-6 GHz) and FR2 (mmWave) bands to achieve higher data rates. The configuration must comply with the requirements defined in 3GPP TS 38.215, specifically in the context of inter-band CA procedures. Proper setup ensures seamless handover, maintains service quality, and maximizes the potential of mmWave spectrum."
telecom-0138,telecom,"How can the RNA be configured for a UE, and what are the implications of different configuration methods?",False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The RNA (Registration Area) can be configured for a UE through either static or dynamic methods. Static configuration uses predefined RNA identifiers assigned by the core network, providing stability and predictable behavior, but with limited flexibility. Dynamic configuration, on the hand, allows the RNA to be adjusted in real time based on network conditions and UE mobility, offering greater adaptability but potentially increasing signaling overhead and complexity in the core network.

For further technical details, refer to 3GPP TS 23.501, Section 5.3.3."
telecom-0139,telecom,How should measurements be conducted for multi-band connectors during testing?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"For multi-band connectors, measurements should be conducted according to 3GPP TS 38.101, specifically section 7.5.3, which outlines the measurement procedures for impedance and insertion loss across multiple frequency bands. It is recommended to use a vector network analyzer (VNA) with a wide frequency range and ensure proper calibration. Measurements should be taken at multiple points across the bandwidth to capture any variations in performance."
telecom-0140,telecom,What are the minimum conformance requirements for general spurious emissions for V2X operations?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"For V2X operations in 3GPP 5G NR, the minimum conformance requirements for general spurious emissions are defined in 3GPP TS 38.211, specifically Section 7.2.1.4, which outlines the limits for out-of-band emissions for NR V2X. These limits are designed to prevent interference with other wireless systems and ensure reliable communication in the shared radio environment."
telecom-0141,telecom,What steps are involved in the test procedure for verifying L1-SINR measurement accuracy?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The L1-SINR (Signal-to-Interference-plus-Noise Ratio) measurement accuracy is verified using the standard test procedure outlined in 3GPP TS 38.214 Section 7.4.1. This involves injecting a known interference signal and measuring the device's response, then comparing it to the reference value. Any deviation must be within the specified tolerance, typically defined in the relevant 3GPP TS document. The procedure ensures compliance with the accuracy requirements for L1-SINR measurements as specified in the standard."
telecom-0142,telecom,What are the conditions under which a measurement is classified as inter-frequency SSB based measurements without measurement gaps?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP TS 38.331, inter-frequency SSB (Synchronization Signal Block) measurements without measurement gaps are performed when the UE is in RRC_CONNECTED state and the target frequency is not the same as the current serving frequency. The UE initiates these measurements when the RRC configuration includes an inter-frequency measurement configuration, and no measurement gap is defined for the target frequency. The measurement is typically triggered by the serving cell's frequency or by the RRC signaling. The absence of a measurement gap ensures continuous monitoring and faster response to frequency changes."
telecom-0143,telecom,How does the uplink configuration impact the reference sensitivity exceptions due to cross band isolation?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP TS 38.213, uplink configuration significantly affects reference sensitivity exceptions due to cross band isolation. The reference sensitivity is derived from the maximum uplink power allowed, which can be influenced by the number of antennas, frequency bands, and spatial configurations. Cross band isolation degradation occurs when uplink signals from adjacent frequency bands interfere with the serving band, especially in multi-band or multi-site deployments. Therefore, proper uplink configuration—such as antenna placement, beamforming, and frequency band selection—helps manage cross band interference and maintains system sensitivity within acceptable limits."
telecom-0144,telecom,Why is it important to ensure that certain resource elements are not used for specific reference signals during the mapping process?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"Ensuring that specific resource elements are not used for reference signals during mapping is critical for maintaining signal integrity and enabling accurate channel estimation. In 3GPP TS 38.213, Section 5.1.2, it is specified that certain resource elements are reserved for reference signals to avoid interference and ensure reliable synchronization across the cell. This reservation allows UE (User Equipment) to correctly estimate channel conditions and perform beamforming, which are essential for efficient data transmission in 5G NR systems."
telecom-0145,telecom,What conditions must be met for UE Rx-Tx time difference measurements based on PRS?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"UE Rx-Tx time difference measurements using PRS are performed when the UE is in the RRC_CONNECTED state and the PRS is configured for time synchronization purposes. The UE must be able to receive the PRS signal from the gNB and measure the round-trip time to determine the Rx-Tx time difference. This measurement is used to estimate the time offset between the UE's transmit and receive clocks, which is critical for maintaining accurate synchronization in the NR system. (Refer to 3GPP TS 38.321, Section 5.3.1)

If you have a specific scenario or a deeper technical inquiry, please let me know."
telecom-0146,telecom,How does the transport network layer operate in the NG control plane interface?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The NG control plane interface operates as a user plane interface (U-plane) in the transport network layer. The transport network layer uses IP packets for data transport, and the NG control plane operates over this IP-based transport. Control plane functions such as signaling and management are carried via this interface, following the protocol defined in 3GPP TS 28.540."
telecom-0147,telecom,What types of grants are supported for PSSCH and PSCCH transmission in sidelink resource allocation mode 1?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In sidelink resource allocation mode 1, PSSCH and PSCCH transmissions can only use the same type of grant as the primary grant. This means that if the primary grant is a type 1 grant, the sidelink grants must also be type 1. This restriction is defined in 3GPP TS 38.321, section 6.3.3, which specifies that the sidelink grant type must match the primary grant type for consistency and resource management."
telecom-0148,telecom,How does the UE initiate the procedure to resume an RRC connection after a release with redirect?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"When a UE needs to resume an RRC connection after a release with redirect, it initiates the RRC Re-establishment procedure. This involves sending an RRC Re-establishment Request message to the gNB, which includes information about the original connection and the redirect location. The gNB then processes the request and responds with an RRC Re-establishment Response, potentially resulting in a new RRC connection setup. (Refer to 3GPP TS 38.321, Section 5.3.3.)

*Note: The exact procedure may vary depending on the redirection context (e.g., handover vs. cell reselection).*"
telecom-0149,telecom,What are the conditions under which the UE and AMF can utilize PEIPS assistance information after establishing an emergency PDU session?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"After an emergency PDU session is established, the UE and AMF may utilize PEIPS (Proximity Emergency IP Service) assistance information if the PEIPS service is activated and the UE supports PEIPS functionality. This is specified in 3GPP TS 23.501, Section 5.1.1 (Emergency Procedures) and 3GPP TS 23.502, Section 6.2.2 (PEIPS). The assistance information can be used to optimize emergency service delivery, including routing and prioritization."
telecom-0150,telecom,How is the approximate maximum data rate determined for a system operating with both NR and EUTRA in MR-DC?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In MR-DC (Multi-Radio Dual Connectivity), the maximum data rate is determined by aggregating the data rates from both NR (5G NR) and EUTRA (4G LTE) components. The system evaluates the available bandwidth, modulation and coding schemes (MCS), and other relevant parameters for each component. The combined data rate is then limited by the overall network capabilities and the UE’s supported features. For detailed procedures, refer to 3GPP TS 38.300, Sections 6.2.1 and 7.2, which outline the NR/EUTRA interface and data rate calculation methods."
telecom-0151,telecom,"When must the occupied bandwidth requirement be applied, and to which types of devices does it specifically pertain?",False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The occupied bandwidth requirement in 3GPP TS 38.101 (Clause 5.5.3) applies to devices transmitting on the 3GPP radio interface, including User Equipment (UE) and network nodes. It specifically pertains to the minimum bandwidth that must be occupied by the device during a specified period to ensure network resource efficiency. The requirement is designed to prevent excessive idle spectrum use and is particularly relevant in scenarios involving data transmission, voice services, and periodic signaling."
telecom-0152,telecom,What are the requirements for the accuracy of the relative time stamp for *timeSinceFailure* in MDT reporting?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The accuracy requirements for the *timeSinceFailure* relative time stamp in MDT (Monitoring and Diagnostic Tools) reporting are specified in 3GPP TS 38.331, Section 5.3.1.2. The relative time stamp must be accurate to within 100 milliseconds to ensure reliable analysis of failure and recovery events. This accuracy supports effective troubleshooting and performance evaluation in the network."
telecom-0153,telecom,What role does the gNB-CU-UP play in the Management based MDT Activation process?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In the Management-based MDT Activation process, the gNB-CU-UP (Radio Unit) is responsible for receiving MDT configuration from the gNB-CU (Control Unit) and then forwarding it to the corresponding gNB-DU (Distribution Unit) for execution. The gNB-CU-UP also receives MDT measurement results from the gNB-DU and may process and forward them to the gNB-CU for further handling. This process is defined in 3GPP TS 38.331, Section 7.4.1, and related MDT procedures."
telecom-0154,telecom,What is the significance of the transmit OFF power in inter-band carrier aggregation?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The transmit OFF power is significant in inter-band carrier aggregation because it defines the minimum transmit power level when a carrier is not actively transmitting data. This helps manage energy efficiency, reduces interference with adjacent channels, and supports better spectral efficiency by enabling carriers to be turned off when not needed. According to 3GPP TS 38.331, this parameter is used in the context of carrier aggregation procedures to ensure coordinated power control across aggregated carriers."
telecom-0155,telecom,What are the key components that must be included in the OTA sensitivity direction declaration (OSDD) when the IAB can redirect the receiver target?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The OTA sensitivity direction declaration (OSDD) must include the receiver sensitivity values for each direction in the beamforming pattern, including the directions that the IAB can redirect the receiver target. According to 3GPP TS 38.321, the OSDD must specify the sensitivity for each beam direction, ensuring the UE can achieve the required reception performance under IAB redirection. The declaration must also consider the maximum sensitivity degradation due to the redirection, as defined in the same standard."
telecom-0156,telecom,How does the rated carrier TRP output power for SAN type 1-O get determined?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The rated carrier TRP (Total Radiated Power) output power for SAN (Small and Medium-sized Antenna Node) type 1-O is typically determined through standardized measurement procedures outlined in 3GPP TS 38.101. The TRP is measured in a standard anechoic chamber using a calibrated antenna, ensuring the power is representative of the actual radiated power under specified conditions. The output power is specified in dBm per carrier and must comply with the regulatory requirements of the specific deployment region.

For the most accurate and up-to-date details, please refer to the latest version of 3GPP TS 38.101."
telecom-0157,telecom,What are the reference sensitivity exceptions for the NR band n77 when paired with band n29 due to harmonic mixing?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"There are no specific reference sensitivity exceptions defined for NR band n77 when paired with band n29 due to harmonic mixing. Harmonic mixing performance is governed by the general RF chain specifications outlined in 3GPP TS 38.213, Section 5.1.1, and is typically assessed through testing and validation rather than predefined exceptions. For detailed RF chain performance, refer to 3GPP TS 38.213, Section 5.1.1."
telecom-0158,telecom,What are the conditions under which a UE can perform intra-frequency channel occupancy measurements without measurement gaps?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"A UE can perform intra-frequency channel occupancy measurements without measurement gaps when the following conditions are met: The UE is in RRC_CONNECTED state, the measurement is configured for the serving cell, and there is no active measurement gap allocated for that measurement type. According to 3GPP TS 38.331, section 8.3.1, channel occupancy measurements are allowed without gaps if they are part of the active measurement configuration and the UE has sufficient resources. The UE must also be authorized to perform these measurements as per the network policy."
telecom-0159,telecom,"What are the key steps involved in the topology adaptation process for an Intra-Donor CU, Intra-Donor DU scenario?",False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In the 3GPP 5G NR system, topology adaptation for an Intra-Donor CU, Intra-Donor DU scenario primarily involves: (1) Monitoring network conditions and traffic patterns, (2) Evaluating the current topology's performance against predefined quality-of-service (QoS) metrics, (3) Determining if a topology change is necessary to improve efficiency or performance, and (4) Executing the topology adjustment through signaling and configuration changes. This process is defined in 3GPP TS 28.540, specifically in the topology adaptation procedure described in Section 5.3.1."
telecom-0160,telecom,What is the process of code block concatenation in the context of 3GPP specifications?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"Code block concatenation in 3GPP 5G NR refers to the process of combining multiple code blocks into a single larger block for transmission. This is typically performed by the MAC layer to manage data for transmission across the air interface. The concatenated code block is then segmented and mapped to physical layers for transmission. This process is described in 3GPP TS 38.213, specifically in the procedure for code block concatenation in the MAC layer."
telecom-0161,telecom,What are the minimum conformance requirements for the NR SA FR1 Radio Link Monitoring Out-of-sync Test?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"For the NR SA FR1 Radio Link Monitoring Out-of-sync Test, the minimum conformance requirement is that the UE must be able to detect and handle a radio link out-of-sync condition as defined in 3GPP TS 38.331, Section 10.4.1. The UE must respond appropriately by initiating recovery procedures as specified in the same section. Conformance also requires that the UE can maintain synchronization with the gNB even after experiencing an out-of-sync event."
telecom-0162,telecom,How does the General ON/OFF time mask affect the transmission of PSCCH and PSSCH?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The General ON/OFF time mask is a configuration parameter used in the O-RAN Alliance’s Open Radio Access Network (O-RAN) architecture to control the transmission of PSCCH (Physical Shared Control Channel) and PSSCH (Physical Shared Service Channel). It defines which time slots are active or inactive for these channels. By adjusting this mask, the network can optimize resource utilization and reduce interference, especially in scenarios with high user density or varying traffic patterns. The specific impact depends on the mask settings and the O-RAN interface parameters in place.

If you have a specific O-RAN configuration or scenario, please provide more details for a more targeted response."
telecom-0163,telecom,How does gNB determine whether to use PTM or PTP for multicast data delivery to a UE?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The gNB determines whether to use Point-to-Multipoint (PTM) or Point-to-Point (PTP) for multicast data delivery based on the multicast group's characteristics and the UE's capabilities. In 3GPP TS 38.314, Section 8.1.1, the gNB evaluates factors such as group size, UE location, and channel conditions to decide the most efficient delivery method. The gNB can initiate PTM if multiple UEs are within the same multicast group and suitable for direct multicast transmission, otherwise, it may use PTP for individual UE delivery."
telecom-0164,telecom,What performance criteria apply to the base station according to the specification?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The performance criteria for a base station are defined in 3GPP TS 38.331. These criteria include coverage, throughput, latency, reliability, and energy efficiency, and are specified for both the physical layer and higher-layer protocol functions. The exact requirements depend on the service type and deployment scenario."
telecom-0165,telecom,What are spurious emissions and how are they measured according to the specification?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"Spurious emissions are unwanted signals emitted by a device that are not part of the intended transmission. According to 3GPP TS 38.211, spurious emissions are measured using a spectrum analyzer, with measurements conducted at specific frequencies and power levels as defined in Section 5.2.1. The measured power levels must not exceed the limits specified in 3GPP TS 38.211, otherwise the device fails the spurious emissions test."
telecom-0166,telecom,What are the supported channel bandwidths for the CA configuration CA_n3A-n79A-n257A?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The CA configuration CA_n3A-n79A-n257A refers to carrier aggregation using three 5G NR carriers: n3A, n79A, and n257A. According to 3GPP TS 38.101, the supported channel bandwidths for this configuration are defined in Table 7.1-1. These bandwidths must align with the individual carrier bandwidths and the supported aggregation schemes specified in the 3GPP standard."
telecom-0167,telecom,What is the procedure to follow for testing the timing accuracy of NR sidelink communications using GNSS synchronization?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"Testing timing accuracy of NR sidelink communications using GNSS synchronization typically involves aligning the GNSS receiver in both the sidelink transmitter and receiver. The procedure follows 3GPP TS 38.331, Section 6.5.1, which describes the synchronization mechanism for NR sidelink communications. Timing accuracy is evaluated by comparing the measured time offset between the GNSS-derived time stamps on both ends, ensuring it meets the specified NR sidelink timing requirements (typically within 100 ns for most sidelink use cases)."
telecom-0168,telecom,What is the role of LTE eNB and gNB in the context of tight interworking between NR and E-UTRA?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In the context of tight interworking between NR and E-UTRA (LTE), LTE eNBs and gNBs act as key nodes in the radio access network (RAN). They serve as the primary interface between the user equipment and the core network, supporting seamless handover and service continuity between LTE and NR. This interworking is defined in 3GPP TS 38.331, which details the procedures and parameters for inter-RAT (Radio Access Technology) mobility management."
telecom-0169,telecom,How is cross-band isolation calculated for single uplink n77 Power Class 1.5 and its impact on Maximum Sensitivity Degradation?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"Cross-band isolation in 5G NR is defined by the 3GPP TS 38.101 specification, particularly in the context of uplink power control and interference mitigation. For a single uplink n77 Power Class 1.5, the cross-band isolation is typically assessed as the difference in received power between the desired frequency band and adjacent interfering bands. This isolation directly affects the maximum sensitivity degradation, as lower isolation leads to higher interference levels and consequently reduced sensitivity. The exact value depends on specific deployment and site conditions, and may require site-specific measurements and optimization."
telecom-0170,telecom,How does the subcarrier spacing (SCS) affect the bandwidth combinations for CA configurations in bands n29 and n66?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP TS 38.101, for CA (Carrier Aggregation) configurations, subcarrier spacing (SCS) is a key parameter that dictates the possible bandwidth combinations. For bands n29 and n66, the available SCS options are 15 kHz, 30 kHz, and 60 kHz. Each SCS defines a set of allowable bandwidths, with lower SCS allowing larger bandwidths and higher SCS permitting smaller, more granular bandwidths. The exact combinations must be checked according to 3GPP TS 38.101 Table 6.2.1-1.

**Note:** This answer refers to the standard procedure as defined in the 3GPP specifications. Specific band details should be verified against the latest 3GPP Release documents."
telecom-0171,telecom,What are the minimum conformance requirements for the NR SA FR1 Radio Link Monitoring In-sync Test?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The minimum conformance requirements for the NR SA FR1 Radio Link Monitoring In-sync Test are defined in 3GPP TS 38.300, Section 7.3.1.1. The test verifies that the NR SA FR1 radio link is in-sync by checking that the receiver is properly synchronized with the transmitter, as specified in the NR standard. This includes ensuring correct timing, frequency, and synchronization signals. Non-conformance occurs if the link fails to establish or maintain in-sync state as per the test procedure in TS 38.300, Section 7.3.1.1."
telecom-0172,telecom,What is the defined reporting range and resolution for RSSI measurements?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The reporting range and resolution for RSSI (Received Signal Strength Indicator) measurements are defined in 3GPP TS 38.101, section 5.2.1.1. The RSSI value is typically reported as a linear value ranging from -140 dBm to 0 dBm, with a resolution of 1 dBm for standard measurements. The exact range and resolution may vary depending on the specific NR band and UE capabilities."
telecom-0173,telecom,What are the out-of-band blocking requirements for n78 based on the specified channel bandwidths?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"For n78 (3.5 GHz band), 3GPP TS 38.141 specifies out-of-band emission requirements for both 20 MHz and 40 MHz channel bandwidths. The out-of-band emission limit is 30 dB below the carrier power for both bandwidths. These limits apply to both adjacent and non-adjacent channels to minimize interference."
telecom-0174,telecom,"What is the significance of the leaving condition in the context of Event A4, and how is it formulated?",False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP TS 38.331, Event A4 is defined as a measurement report from an NR serving cell indicating that the signal quality of a neighboring cell is better than that of the serving cell, based on the measurement results.

The leaving condition is part of the event's definition, specifying when the event should be triggered. This condition is typically formulated as a threshold comparison between the signal quality of the serving cell and a neighboring cell, using parameters such as RSRP or RSRQ. The exact formulation depends on the specific event configuration and may be defined using either a static threshold or a dynamic threshold."
telecom-0175,telecom,What is the significance of the UE channel bandwidth in relation to NR RF carriers?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,The UE channel bandwidth is significant because it determines the maximum amount of data a User Equipment (UE) can transmit or receive on a single NR RF carrier. This parameter must match or be less than the carrier bandwidth to ensure proper operation and efficient resource utilization. 3GPP TS 38.331 specifies the allowed UE channel bandwidth values and their relationship to NR RF carriers.
telecom-0176,telecom,How does the subcarrier spacing affect the channel bandwidths in the CA configuration for bands n25 and n29?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP 5G NR, subcarrier spacing (SCS) and channel bandwidth (CBW) are determined by the configuration of the carrier aggregation (CA) bands. For bands n25 and n29, the SCS is typically 15 kHz, which defines the fundamental channel bandwidth for each subcarrier. The total channel bandwidth for CA is the sum of the individual channel bandwidths for each aggregated carrier. The exact relationship between SCS and CBW is defined in 3GPP TS 38.101, Section 6.3.1, which outlines the configuration rules for CA."
telecom-0177,telecom,What is the significance of the 15 µsec transient period related to SRS transmission?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The 15 µsec transient period is significant in SRS (Sounding Reference Signal) transmission because it defines the minimum time interval between the end of one SRS transmission and the start of the next. This period is specified in 3GPP TS 38.213, Section 5.3.1, and ensures that the SRS signals do not overlap, which could cause interference and degrade channel estimation accuracy. It also aligns with the subframe timing structure in 5G NR, contributing to reliable and efficient channel feedback."
telecom-0178,telecom,How is the ON and OFF power measured in the test for SRS time mask?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In the SRS (Sounding Reference Signal) time mask test, the ON and OFF power are measured in the time domain. The ON power corresponds to the power level of the SRS signal during its active period, while the OFF power is the power level during the inactive (off) period. These values are typically measured using a spectrum analyzer or a network analyzer connected to the test equipment, with the signal being sampled at the relevant time intervals as defined in the 3GPP TS 38.213 specification."
