example_id,domain_label,text,is_boundary_example,cross_domain_hint,split,source,contributor,added_for_version
brick3-0413,finance,How does withholding tax affect my fixed deposit during the financial year-end?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0414,finance,What fees apply when overdrawing international wire transfers?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0415,finance,How do I reconcile balances for an escrow account using Airtel Money?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0416,finance,What steps should I follow to rebalance corporate Eurobonds safely?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0417,finance,Explain the charges for custodial services on the stock exchange.,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0418,finance,"What fees apply when factoring KES 5,000?",False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0419,finance,What steps should I follow to liquidate commercial paper safely?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0420,finance,How does excise duty adjustment affect my current account during harvest seasons?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0421,finance,How long does a cheque clearance take to reflect in my savings account?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0422,finance,Is it possible to buy treasury bills as a minor without a bank account?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0423,finance,What fees apply when withdrawing a salary payment?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0424,finance,How do I invest in an insurance policy using Airtel Money?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0425,finance,How long does a cheque clearance take to reflect in my CDS investment account?,False,,calibration,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0426,finance,What documents do I need to consolidate a CDS trading account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0427,finance,What documents do I need to verify an escrow account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0428,finance,What documents do I need to verify a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0429,finance,How does yield curve inversion affect my dollar account during fiscal quarters?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0430,finance,What steps should I follow to securitize sovereign bonds safely?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0431,finance,How does excise duty adjustment affect my cooperative account during holiday shopping peaks?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0432,finance,How do I pay for goods with a mobile wallet using an agent till?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0433,finance,What is the difference between a salary advance and a personal loan?,False,,test,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0434,finance,Is it possible to liquidate shares as a minor without a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0435,finance,Is it possible to open an account as a minor without a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0436,finance,How is the intangible asset amortization tax shield calculated for multinational subsidiaries?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0437,finance,How does withholding tax affect my cooperative account during harvest seasons?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0438,finance,How is the intangible asset amortization tax shield calculated for leveraged buyout transactions?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0439,finance,What are the risks of investing in offshore mutual funds?,False,,test,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0440,finance,What steps should I follow to invest in treasury bills safely?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0441,finance,How do I pay for goods with an escrow account using a bank app?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0442,finance,How do I collateralize offshore equities using M-Pesa?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0443,finance,How do corporate tax loss carryforwards offset future taxable income?,False,,test,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0444,finance,What is the impact of section 163(j) interest caps on corporate weighted average cost of capital (WACC) tax shields?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0445,finance,Is it possible to open an account with a passport without a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0446,finance,"What fees apply when reversing KES 5,000?",False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0447,finance,What is the impact of corporate income tax rate hikes on corporate free cash flow to firm tax shields?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0448,finance,Explain the charges for overdraft facilities on the stock exchange.,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0449,finance,Is it possible to buy treasury bills as a non-resident without a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0450,finance,Explain the charges for merchant payments on an online brokerage portal.,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0451,finance,How do insurance premiums for comprehensive motor cover get calculated?,False,,test,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0452,finance,What steps should I follow to securitize corporate Eurobonds safely?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0453,finance,Is it possible to open an account with a guarantor without a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0454,finance,How is the interest debt tax shield calculated for leveraged buyout transactions?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0455,finance,How do I pay for goods with commercial paper using PesaLink?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0456,finance,Is it possible to pay a utility bill as a minor without a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0457,finance,How do I save towards a treasury bond using SWIFT transfer?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0458,finance,How do I reconcile balances for a treasury bond using SWIFT transfer?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0459,finance,How is the interest debt tax shield calculated for capital asset purchases?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0460,finance,What fees apply when factoring a dollar amount?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0461,finance,How does currency devaluation affect my fixed deposit during holiday shopping peaks?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0462,finance,What fees apply when withdrawing loan repayments?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0463,finance,What documents do I need to link an NSSF account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0464,finance,How does repo rate adjustment affect my M-Pesa wallet during the financial year-end?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0465,finance,How do I borrow against a unit trust fund using an agent till?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0466,finance,What are the charges for sending money from Kenya to Tanzania?,False,,test,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0467,finance,How long does an EFT payment take to reflect in my dollar account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0468,finance,How do I hedge risk on an escrow account using the NSE app?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0469,finance,Is it possible to open an account as a foreigner without a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0470,finance,How do I collateralize a mobile wallet using a bank app?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0471,finance,How does inflation pressure affect my dollar account during fiscal quarters?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0472,finance,How does yield curve inversion affect my dollar account during the financial year-end?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0473,finance,"What fees apply when depositing KES 5,000?",False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0474,finance,How do I hedge risk on commercial paper using the NSE app?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0475,finance,How do I pay for goods with offshore equities using M-Pesa?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0476,finance,Explain the charges for standing orders on an agency bank.,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0477,finance,How do I send money to a treasury bond using a forex bureau?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0478,finance,What is the difference between an interest tax shield and a non-debt tax shield like amortization?,False,,test,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0479,finance,What is the difference between simple interest and compound interest on SACCO loans?,False,,test,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0480,finance,How does yield curve inversion affect my current account during economic downturns?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0481,finance,What fees apply when transferring bond coupon payments?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0482,finance,What is inflation hedging and how do money market funds achieve it?,False,,test,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0483,finance,What steps should I follow to liquidate sovereign bonds safely?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0484,finance,What steps should I follow to invest in offshore equities safely?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0485,finance,Is it possible to buy treasury bills without collateral without a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0486,finance,What fees apply when splitting bond coupon payments?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0487,finance,What does 'bounce' mean when a cheque is returned unpaid in Kenya?,False,,test,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0488,finance,Explain the charges for overdraft facilities on an agency bank.,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0489,finance,How is the MACRS depreciation tax shield calculated for leveraged buyout transactions?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0490,finance,What fees apply when converting bond coupon payments?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0491,finance,What documents do I need to restructure a SACCO membership?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0492,finance,What fees apply when reversing loan repayments?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0493,finance,How does currency devaluation affect my money market account during harvest seasons?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0494,finance,How do I save towards an insurance policy using a bank app?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0495,finance,How do I reconcile balances for a SACCO account using Airtel Money?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0496,finance,Is it possible to start a chama with a passport without a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0497,finance,What fees apply when splitting loan repayments?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0498,finance,How long does a standing order take to reflect in my cooperative account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0499,finance,How does withholding tax affect my fixed deposit during fiscal quarters?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0500,finance,What documents do I need to restructure a bank account?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0501,law,What notice is required before revoking a commercial license under the Access to Information Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0502,law,Does the Employment Act apply to a non-governmental organization?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0503,law,What does the Public Procurement Act say about probationary employment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0504,law,Can a school be sued for defamation?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0505,law,What notice is required before initiating compulsory acquisition under the Land Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0506,law,What does the Employment Act say about airtime data privacy?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0507,law,What is the penalty for defamation under Kenyan law?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0508,law,Can a state corporation be sued for identity theft?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0509,law,Is withholding severance pay allowed under the Fair Administrative Action Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0510,law,Is dismissing an employee without notice allowed under the Labour Relations Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0511,law,How do intellectual property rights apply to proprietary trade secrets?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0512,law,What is the penalty for identity theft under Kenyan law?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0513,law,Who is liable when a director misuses corporate assets?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0514,law,What happens when a company director breaches their fiduciary duty?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0515,law,What does the Labour Relations Act say about whistleblower protection?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0516,law,What does the Environment and Land Court Act say about employee termination?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0517,law,Is dismissing an employee without notice allowed under the Land Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0518,law,What are the legal steps to appeal a tribunal decision in Kenya?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0519,law,What is a cease and desist letter and when should it be issued?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0520,law,What notice is required before revoking a commercial license under the Environment and Land Court Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0521,law,Is fixing product prices allowed under the Penal Code?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0522,law,What does the Constitution say about director liability?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0523,law,What does the Insolvency Act say about probationary employment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0524,law,Can a sole trader be sued for money laundering?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0525,law,What does the Insolvency Act say about employee termination?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0526,law,Is withholding severance pay allowed under the Access to Information Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0527,law,What does the Insolvency Act say about whistleblower protection?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0528,law,Does the Consumer Protection Act apply to a statutory body?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0529,law,Does the Employment Act apply to a church?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0530,law,What does the Employment Act say about probationary employment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0531,law,What notice is required before enforcing a mortgage charge under the Land Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0532,law,Is withholding severance pay allowed under the Public Procurement Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0533,law,What notice is required before freezing a corporate bank account under the Environment and Land Court Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0534,law,What does the Land Act say about customer data sharing?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0535,law,What does the Public Procurement Act say about monopoly cartels?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0536,law,Can a foreign company be sued for breach of contract?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0537,law,What does the Land Act say about whistleblower protection?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0538,law,What does Kenyan law say about employee termination?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0539,law,Does the Consumer Protection Act apply to a foreign company?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0540,law,Does the Employment Act apply to a state corporation?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0541,law,What does Kenyan law say about probationary employment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0542,law,What are my rights when a landlord increases rent without notice in Kenya?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0543,law,Is sharing customer data with third parties allowed under the Constitution?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0544,law,Can a foreign company be sued for defamation?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0545,law,How does a court handle trademark infringement disputes under the Arbitration Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0546,law,What does the Land Act say about airtime data privacy?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0547,law,Does the Companies Act apply to a state corporation?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0548,law,What does the Constitution say about employee termination?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0549,law,How does a court handle boundary land disputes under the Arbitration Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0550,law,Can a statutory body be sued for defamation?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0551,law,What does Kenyan law say about customer data sharing?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0552,law,Can a state corporation be sued for breach of contract?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0553,law,How does a court handle commercial lease defaults under the Arbitration Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0554,law,Is unlawful eviction of tenants allowed under the Land Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0555,law,Is fixing product prices allowed under Kenyan law?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0556,law,What does the Competition Act say about monopoly cartels?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0557,law,Is dismissing a union member allowed under Kenyan law?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0558,law,Can a sole trader be sued for insider trading?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0559,law,What does the Land Act say about employee termination?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0560,law,Does the Competition Act apply to a church?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0561,law,What does the Data Protection Act 2019 say about customer data sharing?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0562,law,Does the Employment Act apply to a cooperative society?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0563,law,What notice is required before terminating a lease under Kenyan law?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0564,law,Can a sole trader be sued for fraud?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0565,law,What is the process for registering a business name at the Business Registration Service?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0566,law,Is dismissing an employee without notice allowed under the Constitution?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0567,law,What does the Constitution say about customer data sharing?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0568,law,What notice is required before terminating a lease under the Constitution?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0569,law,Does the Companies Act apply to a sole trader?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0570,law,Is unlawful eviction of tenants allowed under the Access to Information Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0571,law,What does the Labour Relations Act say about monopoly cartels?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0572,law,What is the penalty for money laundering under Kenyan law?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0573,law,Is sharing customer data with third parties allowed under the Penal Code?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0574,law,Is dismissing a union member allowed under the Environment and Land Court Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0575,law,What does the Fair Administrative Action Act say about employee termination?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0576,law,Can a cooperative society be sued for money laundering?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0577,law,Can a sole trader be sued for breach of contract?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0578,law,Can a cooperative society be sued for tax evasion?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0579,law,What does the Consumer Protection Act say about intellectual property theft?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0580,law,What does Kenyan law say about director liability?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0581,law,Does the Labour Relations Act apply to a non-governmental organization?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0582,law,What does the Access to Information Act say about employee termination?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0583,law,What is the penalty for breach of contract under Kenyan law?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0584,law,What notice is required before initiating compulsory acquisition under Kenyan law?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0585,law,What does the Public Procurement Act say about whistleblower protection?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0586,law,Is withholding severance pay allowed under the Land Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0587,law,Does the Access to Information Act apply to a non-governmental organization?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0588,law,What are my obligations as a landlord under the Landlord and Tenant Act?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0589,law,Can a non-governmental organization be sued for defamation?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0590,law,Can a state corporation be sued for tax evasion?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0591,law,What are the legal steps to file a small claim in Kenya?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0592,law,Does the Law of Contract Act apply to a church?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0593,law,What does the Labour Relations Act say about airtime data privacy?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0594,law,What does the Environment and Land Court Act say about probationary employment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0595,law,What notice is required before initiating compulsory acquisition under the Penal Code?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0596,law,Does the Labour Relations Act apply to a school?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0597,law,What notice is required before initiating compulsory acquisition under the Fair Administrative Action Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0598,law,Who is liable when a contractor abandons a site?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0599,law,What does the Competition Act say about unfair market practices?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0600,law,Can a sole trader be sued for contempt of court?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0601,law,What protection is afforded to whistleblowers under public officer integrity laws?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0602,law,What legal recourse exists when a competitor engages in tortious interference?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0603,law,What does the Penal Code say about monopoly cartels?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0604,law,Can a church be sued for fraud?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0605,law,Is sharing customer data with third parties allowed under the Labour Relations Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0606,law,What does the Fair Administrative Action Act say about monopoly cartels?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0607,law,Is processing data without consent allowed under the Access to Information Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0608,law,Is breaching non-compete clauses allowed under the Labour Relations Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0609,law,Does the Employment Act apply to a school?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0610,law,What are the privacy obligations under HIPAA when handling international medical records?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0611,law,What does Kenyan law say about monopoly cartels?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0612,law,What constitutes illegal data processing under the Office of the Data Protection Commissioner?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0613,law,What does the Companies Act say about probationary employment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0614,law,What notice is required before revoking a commercial license under the Labour Relations Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0615,law,What notice is required before revoking a commercial license under the Fair Administrative Action Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0616,law,How does a court handle breach of warranty claims under the Arbitration Act?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0617,law,What does the Employment Act say about whistleblower protection?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0618,law,What does the Labour Relations Act say about probationary employment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0619,law,Does the Data Protection Act 2019 apply to a foreign company?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0620,law,Is dismissing a union member allowed under the Constitution?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0621,law,What is the legal distinction between an independent contractor and a full-time employee?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-0622,law,Is dismissing an employee without notice allowed under the Penal Code?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0623,law,How does a court handle commercial lease defaults under the High Court Commercial Rules?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0624,law,Can a sole trader be sued for defamation?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0625,law,What does the Data Protection Act 2019 say about unfair market practices?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-0626,law,How does a court handle shareholder deadlocks under the Criminal Procedure Code?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
