example_id,domain_label,text,is_boundary_example,cross_domain_hint,split,source,contributor,added_for_version
brick2-0250,law,What is the process for registering a business name at the Business Registration Service?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0251,law,What does the Penal Code say about unfair market practices?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0252,law,Does the Labour Relations Act apply to a foreign company?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0253,law,Can a foreign company be sued for defamation?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0254,law,Are verbal contracts enforceable for goods above a certain value?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0255,law,Is processing data without consent allowed under the Constitution?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0256,law,What does the Access to Information Act say about employee termination?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0257,law,Is selling expired goods allowed under the Labour Relations Act?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0258,law,Is selling expired goods allowed under the Land Act?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0259,law,Is selling expired goods allowed under the Constitution?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0260,law,What does the Constitution say about airtime data privacy?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0261,law,Who is liable when a board member leaks minutes?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0262,law,Is dismissing a union member allowed under the Labour Relations Act?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0263,law,What does the Penal Code say about airtime data privacy?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0264,law,Can a church be sued for defamation?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0265,law,What does the Labour Relations Act say about employee termination?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0266,law,What does the Constitution say about employee termination?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0267,law,What are my rights when a landlord increases rent without notice in Kenya?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0268,law,Does the Access to Information Act apply to a school?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0269,law,Does the Data Protection Act 2019 apply to a school?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0270,law,What are the legal steps to evict a tenant in Kenya?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0271,law,Does the Consumer Protection Act apply to a church?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0272,law,Can a church be sued for insider trading?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0273,law,Is withholding severance pay allowed under the Access to Information Act?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0274,law,Is processing data without consent allowed under the Labour Relations Act?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0275,law,What does the Constitution say about probationary employment?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0276,law,What is the penalty for breach of contract under Kenyan law?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0277,law,What are the legal steps to file a small claim in Kenya?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0278,law,What are the legal steps to get a court order in Kenya?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0279,law,What does the Data Protection Act 2019 say about probationary employment?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0280,law,Can a school be sued for insider trading?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0281,law,What does the Penal Code say about director liability?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0282,law,Is dismissing a union member allowed under the Land Act?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0283,law,What does Kenyan law say about director liability?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0284,law,Is dismissing an employee without notice allowed under the Labour Relations Act?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0285,law,Can an employer terminate a contract without notice under the Employment Act?,False,,test,hand_written,washington,v2-moat-brick-3
brick2-0286,law,What does Kenyan law say about unfair market practices?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0287,law,Who is liable when a contractor abandons a site?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0288,law,What are the legal steps to appeal a tribunal decision in Kenya?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0289,law,What does the Labour Relations Act say about airtime data privacy?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0290,law,What does the Companies Act say about employee termination?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0291,law,How does the Small Claims Court work in Kenya?,False,,test,hand_written,washington,v2-moat-brick-3
brick2-0292,law,What are the legal steps to register a trademark in Kenya?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0293,law,What does the Labour Relations Act say about probationary employment?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0294,law,What is the penalty for identity theft under Kenyan law?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0295,law,What does the Companies Act say about unfair market practices?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0296,law,What is the penalty for insider trading under Kenyan law?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0297,law,What does the Constitution say about unfair market practices?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0298,law,What is the penalty for late filing of company returns?,False,,test,hand_written,washington,v2-moat-brick-3
brick2-0299,law,What is the penalty for fraud under Kenyan law?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0300,law,Can a foreign company be sued for money laundering?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0301,code,How do I run background jobs without hardcoded secrets?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0302,code,How do I debug a memory leak when the queue backs up?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0303,code,How do I run A/B tests when the database is locked?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0304,code,How do I run background jobs without blocking the event loop?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0305,code,Why does my code deadlock when I call an external service?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0306,code,What is the best way to schedule background jobs for an internal API?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0307,code,Explain how to write migration tests using Celery.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0308,code,What is the difference between a left join and an inner join in SQL?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0309,code,Explain how to write migration tests using PostgreSQL.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0310,code,What is the best way to handle pagination for a payment gateway?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0311,code,Why does my code time out when I reload config?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0312,code,How do I parse JSON in Rust?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0313,code,How do I validate webhooks in TypeScript?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0314,code,How do I handle offline sync when the queue backs up?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0315,code,Explain how to set up structured logging using Kafka.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0316,code,What is the best way to implement authentication for an internal API?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0317,code,How do I roll back a transaction without blocking the event loop?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0318,code,How do I observe latency when the network drops?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0319,code,What is the best way to version a REST API?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0320,code,Why does my Node.js server crash with an unhandled promise rejection?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0321,code,How do I parse JSON in Dart?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0322,code,What is the best way to implement authentication for a message queue?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0323,code,How do I debug a memory leak when the cache misses?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0324,code,What is the best way to handle pagination for a message queue?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0325,code,How do I tune garbage collection without blocking the event loop?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0326,code,Why does my code corrupt the database when I call an external service?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0327,code,How do I hash a password in JavaScript?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0328,code,Why does my code throw a null pointer when I run a migration?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0329,code,How do I serialize objects in Go?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0330,code,How do I debug a memory leak when the replica lags?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0331,code,Explain how to write migration tests using Docker.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0332,code,Why does my code corrupt the database when I shard the table?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0333,code,Explain how to set up structured logging using S3.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0334,code,How do I serialize objects in TypeScript?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0335,code,How do I run background jobs without buffering the whole file?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0336,code,How do I hash a password in Go?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0337,code,How do I serialize objects in JavaScript?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0338,code,Why does my code time out when I call an external service?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0339,code,How do I batch inserts without hardcoded secrets?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0340,code,Explain the difference between a library and a framework.,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0341,code,Explain how to build a rate limiter using Redis.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0342,code,How do I tune garbage collection without hardcoded secrets?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0343,code,Explain how to write an idempotent endpoint using Celery.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0344,code,Explain how to write an idempotent endpoint using S3.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0345,code,How do I roll back a transaction without buffering the whole file?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0346,code,How do I profile a slow SQL query in PostgreSQL?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0347,code,How do I batch inserts without N+1 queries?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0348,code,Explain how to implement retry logic using PostgreSQL.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0349,code,How do I roll back a transaction without N+1 queries?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0350,code,Explain how to write migration tests using Kafka.,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0351,code,Why does my code deadlock when I shard the table?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0352,code,How do I split a monolith when the cache misses?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0353,code,How do I stream large files without N+1 queries?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0354,code,How do I share state across threads without N+1 queries?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0355,code,Why does my code deadlock when I run a migration?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0356,code,How do I implement server-side pagination in a GraphQL API?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0357,code,What is the best way to paginate a large API response?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0358,code,What is the best way to schedule background jobs for a payment gateway?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0359,code,Why does my code throw a null pointer when I call an external service?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0360,code,Why does my code exhaust memory when I deploy to production?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0361,code,How do I write a unit test for a function that calls an external API?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0362,code,What is the difference between synchronous and asynchronous code in Python?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0363,code,Why does my code deadlock when I spawn workers?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0364,code,Why does my code corrupt the database when I spawn workers?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0365,code,How do I observe latency when the queue backs up?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0366,code,Why does my code time out when I deploy to production?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0367,code,How do I debug a memory leak when a deploy is in progress?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0368,code,How do I hash a password in Python?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0369,code,How do I stream large files without memory leaks?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0370,code,How do I tune garbage collection without buffering the whole file?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0371,code,How do I secure an API when the cache misses?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0372,code,Why does my code throw a null pointer when I deploy to production?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0373,code,What is the best way to validate user input for a large dataset?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0374,code,How do I batch inserts without blocking the event loop?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0375,code,What is the best way to manage connection pools for a data warehouse?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0376,code,How do I stream large files without buffering the whole file?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0377,code,What is the best way to implement authentication for a mobile app?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0378,code,How do I run A/B tests when the replica lags?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0379,code,What is the best way to schedule background jobs for a message queue?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0380,code,What is a webhook and how do I secure its endpoint?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0381,code,How do I stream large files without blocking the event loop?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0382,code,What is the best way to validate user input for a mobile app?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0383,code,How do I retry failed requests in Go?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0384,code,How do I handle HTTP 429 rate-limit errors in a Python API client?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0385,code,How do I hash a password in Rust?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0386,code,How do I set up CI/CD for a small Flutter app with GitHub Actions?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0387,code,Why does my code return stale data when I call an external service?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0388,code,What is the best way to manage connection pools for a large dataset?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0389,code,Why does my code return stale data when I run a migration?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0390,code,How do I cache database queries in JavaScript?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0391,code,What is the best way to schedule background jobs for a data warehouse?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0392,code,How do I observe latency when the database is locked?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0393,code,How do I batch inserts without buffering the whole file?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0394,code,How do I serialize objects in Rust?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0395,code,What is the best way to validate user input for a message queue?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0396,code,What does idempotency mean for a payment webhook handler?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0397,code,Explain how to implement retry logic using S3.,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0398,code,Explain how to write an idempotent endpoint using Kafka.,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0399,code,Why does my code time out when I shard the table?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0400,code,Explain how to write migration tests using Redis.,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0401,code,How do I securely store OAuth tokens in a mobile app?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0402,code,Why should I use a virtual environment for Python projects?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0403,code,How do I parse JSON in TypeScript?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0404,code,Why does my code exhaust memory when I reload config?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0405,code,How do I split a monolith when the queue backs up?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0406,code,What is the best way to schedule background jobs for a large dataset?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0407,code,What is the best way to handle pagination for a mobile app?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0408,code,What is the best way to handle pagination for a data warehouse?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0409,code,What is the best way to build a REST client for a data warehouse?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0410,code,How do I retry failed requests in Dart?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0411,code,How do I share state across threads without hardcoded secrets?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0412,code,How do I split a monolith when the network drops?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0413,code,How do I split a monolith when a deploy is in progress?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0414,code,How do I observe latency when a deploy is in progress?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0415,code,How do I serialize objects in Python?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0416,code,Explain how to build a rate limiter using Celery.,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0417,code,What is the best way to handle pagination for an internal API?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0418,code,How do I split a monolith when the replica lags?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0419,code,How do I handle offline sync when a deploy is in progress?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0420,code,How do I run A/B tests when the queue backs up?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0421,code,How do I retry failed requests in Rust?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0422,code,What is the best way to build a REST client for a large dataset?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0423,code,How do I share state across threads without race conditions?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0424,code,How do I debug a race condition in a concurrent Go program?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0425,code,How do I cache database queries in Go?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0426,code,What is the best way to implement authentication for a large dataset?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0427,code,How do I write a Django query that filters by date range?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0428,code,Explain how to write an idempotent endpoint using Redis.,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0429,code,How do I hash a password in Dart?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0430,code,Explain how to add circuit breakers using Redis.,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0431,code,How do I stream large files without race conditions?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0432,code,What is the best way to implement authentication for a payment gateway?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0433,code,What is the best way to build a REST client for a message queue?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0434,code,How do I retry failed requests in JavaScript?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0435,code,Why does my code deadlock when I reload config?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0436,code,Why does my code corrupt the database when I reload config?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0437,code,Why does my code return stale data when I reload config?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0438,code,How do I tune garbage collection without race conditions?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0439,code,How do I secure an API when a deploy is in progress?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0440,code,How do I validate webhooks in Rust?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0441,code,How do I run background jobs without race conditions?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0442,code,What is the best way to build a REST client for an internal API?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0443,code,How do I share state across threads without blocking the event loop?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0444,code,How do I run background jobs without memory leaks?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0445,code,How do I batch inserts without memory leaks?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0446,code,Why does my code exhaust memory when I call an external service?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0447,code,Why does my code return stale data when I spawn workers?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0448,code,Why does my code throw a null pointer when I shard the table?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0449,code,How do I use environment variables to keep API keys out of source control?,False,,test,hand_written,washington,v2-moat-brick-3
brick2-0450,code,How do I tune garbage collection without N+1 queries?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0451,education,What is the cut-off for computer science?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0452,education,What documents are needed for KCSE?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0453,education,How are library levies set at a teachers college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0454,education,What is the deadline for registering for exams at a national polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0455,education,What is the deadline for repeating a year at KUCCPS?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0456,education,What fees apply for a diploma?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0457,education,Can I get a fee waiver without a birth certificate?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0458,education,What are the fees for a private secondary school in Nairobi?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0459,education,Can I apply for a bursary without a guarantor?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0460,education,What results are recognized for junior school?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0461,education,How do I appeal my placement at a county polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0462,education,What is the deadline for submitting transfer papers at KUCCPS?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0463,education,How are school fees set at a TVET college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0464,education,What is the cut-off for a law degree?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0465,education,What documents are needed for university entry?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0466,education,How do I defer admission at a TVET college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0467,education,What is the deadline for submitting transfer papers at a county polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0468,education,What is the deadline for submitting transfer papers at a teachers college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0469,education,What grade requirements apply for a bridging course?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0470,education,Can I defer my university admission for one year?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0471,education,How do I transfer at KUCCPS?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0472,education,How do I transfer at a TVET college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0473,education,What is the grade aggregation for medicine?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0474,education,What is the deadline for changing my course at a teachers college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0475,education,Can I get a fee waiver without sponsor approval?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0476,education,How do I sit KCSE as a private candidate?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0477,education,What subjects are required for a bridging course?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0478,education,How are school fees set at the University of Nairobi?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0479,education,How do I register at KUCCPS?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0480,education,Can I get a fee waiver without a bank account?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0481,education,What is the deadline for applying for a bursary at KUCCPS?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0482,education,What is the deadline for changing my course at a county polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0483,education,What is the difference between a diploma and a degree at a Kenyan polytechnic?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0484,education,Can I repeat a year without a guarantor?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0485,education,What is the deadline for repeating a year at a national polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0486,education,What is the deadline for registering for exams at a TVET college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0487,education,What is the deadline for submitting transfer papers at the University of Nairobi?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0488,education,How are exam registration fees set at the University of Nairobi?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0489,education,How are exam registration fees set at a teachers college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0490,education,What fees apply for university entry?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0491,education,What grades do I need for an international curriculum?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0492,education,How do I apply for re-admission at KUCCPS?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0493,education,What is the deadline for repeating a year at a county polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0494,education,How are hostel charges set at a national polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0495,education,How are hostel charges set at a TVET college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0496,education,How are exam registration fees set at a national polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0497,education,Can I sit KCSE as a private candidate without a guarantor?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0498,education,What is the deadline for registering for exams at KUCCPS?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0499,education,What is the requirement for computer science?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0500,education,What is the deadline for applying for a bursary at the University of Nairobi?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0501,education,How do I appeal my placement at a teachers college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0502,education,What is the grade aggregation for a law degree?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0503,education,How do I apply for a bursary from the county government?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0504,education,How are hostel charges set at the University of Nairobi?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0505,education,How do I defer admission at KUCCPS?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0506,education,What is the cut-off grade for medicine at the University of Nairobi?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0507,education,How do I defer admission at a teachers college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0508,education,Can I get a fee waiver without a medical certificate?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0509,education,What is the grade aggregation for a teaching course?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0510,education,What is the credit transfer for an aviation course?,False,,train,systematic_generation,washington,v2-moat-brick-3
